Aggregation analysis	PioViewer 1.10.22.11														
File	 D:\Sulva\Apple_Jesolver\AcAdAh.cfr														
Action Line	Root														
Flop	Global %	OOP Equity	OOP EV	OOP EQR	IP Equity	IP EV	IP EQR	BET 22%	BET 22 EV	BET 15%	BET 15 EV	BET 9%	BET 9 EV	CHECK%	CHECK EV
Jh 9d 4c	100	56.68	16.9703	99.7943	43.32	13.0301	100.272	7.38	20.69	14.84	19.29	43.8	17.98	33.97	13.84
Jh 9d 5c	100	55.78	16.4954	98.5722	44.22	13.5047	101.802	15.86	20.46	13.88	19.33	28.4	17.77	41.86	13.19
Jh 9d 6c	100	55.96	16.6365	99.0975	44.04	13.3637	101.149	15.49	20.75	13.16	19.43	27.78	18.02	43.57	13.45
Jh 9d 7c	100	54.53	15.489	94.6735	45.47	14.5112	106.391	0.92	20.95	8.83	19.63	26.85	18.42	63.4	13.59
Jh 9d 8c	100	54.72	15.3085	93.2477	45.28	14.6916	108.162	0.43	21.17	1.33	20.04	22.83	18.69	75.41	14.17
Jh Td Tc	100	58	17.8081	102.352	42	12.192	96.7536	0.21	18.84	2.34	18.97	66.44	18.76	31.01	15.67
Jh Td 2c	100	57.27	18.0202	104.88	42.73	11.9798	93.4585	4.58	21.01	20.53	19.76	58.21	18.27	16.68	14.17
Jh Td 3c	100	56.61	17.7592	104.578	43.39	12.2408	94.0284	4.49	20.81	20.54	19.54	57.56	18.06	17.41	13.88
Jh Td 4c	100	57.18	18.0754	105.377	42.82	11.9248	92.8214	9.14	20.93	20.83	19.59	55.82	18.07	14.2	14.03
Jh Td 5c	100	56.94	17.9859	105.285	43.06	12.0145	93.013	18.06	21.02	19.77	19.63	40.77	17.99	21.4	13.91
Jh Td 6c	100	56.81	18.0978	106.191	43.19	11.9022	91.8566	20.29	21.1	21.98	19.83	34.54	18.06	23.2	13.9
Jh Td 7c	100	55.51	16.6905	100.234	44.49	13.3096	99.709	5.35	21.14	17.51	20.12	23.62	19.08	53.52	14.07
Jh Td 8c	100	56.26	16.8297	99.7108	43.74	13.1706	100.375	0.99	21.92	5.12	20.44	38.9	19.18	54.98	14.74
Jh Td 9c	100	55.47	16.4754	99.0079	44.53	13.5246	101.236	1.61	21.9	6.44	20.71	30.79	19.3	61.16	14.46
Kc 2d 2c	100	55.45	15.7066	94.4252	44.55	14.294	106.942	0.1	19.92	0.8	18.48	30.97	17.98	68.14	14.63
Kc 3c 2c	100	54.05	15.7707	97.2515	45.95	14.23	103.239	3.26	21.95	1.81	21.15	20.88	17.87	74.05	14.77
Kc 3c 2d	100	54.54	15.6266	95.5082	45.46	14.3735	105.39	0.4	20.12	2.38	18.76	37	18.04	60.22	13.99
Kc 3d 3c	100	54.52	14.9377	91.3284	45.48	15.0625	110.397	0.1	20.73	0.68	18.53	13.7	17.83	85.53	14.44
Kc 3d 2c	100	54.46	15.5363	95.0964	45.54	14.464	105.866	0.43	20.25	2.36	18.77	35.1	18.01	62.11	13.98
Kc 4c 2c	100	54.15	15.6427	96.2897	45.85	14.3577	104.385	2.03	21.95	1.38	21.09	20.89	17.9	75.7	14.75
Kc 4c 2d	100	54.83	15.5074	94.2763	45.17	14.4929	106.95	0.39	19.81	2.91	18.73	35.49	17.95	61.21	13.91
Kc 4c 3c	100	53.59	15.5458	96.6899	46.41	14.4544	103.824	2.53	21.79	1.85	20.85	21.75	17.89	73.87	14.51
Kc 4c 3d	100	53.76	14.9185	92.4976	46.24	15.0815	108.723	0.32	20.55	1.74	18.58	28.92	17.78	69.02	13.6
Kc 4d 4c	100	55.62	16.0345	96.0898	44.38	13.9659	104.904	0.1	19.19	1.04	18.36	35.46	18.13	63.4	14.82
Kc 4d 2c	100	54.82	15.5079	94.2904	45.18	14.4923	106.93	0.29	19.82	2.27	18.67	36.09	17.96	61.34	13.93
Kc 4d 3c	100	53.83	15.013	92.9574	46.17	14.987	108.213	0.39	20.47	1.98	18.65	30.96	17.77	66.67	13.59
Kc 5c 2c	100	54.19	15.4606	95.1047	45.81	14.5401	105.795	1.05	21.93	1.01	20.96	18.98	17.83	78.97	14.74
Kc 5c 2d	100	55.05	15.3909	93.1898	44.95	14.6088	108.339	0.25	19.97	1.79	18.49	33.43	17.92	64.52	13.98
Kc 5c 3c	100	53.66	15.3706	95.4895	46.34	14.6296	105.223	1.39	21.62	1.45	20.7	20.31	17.77	76.86	14.52
Kc 5c 3d	100	54.02	14.8386	91.5695	45.98	15.1615	109.903	0.17	20.64	1.07	18.39	27.8	17.75	70.96	13.63
Kc 5c 4c	100	53.46	15.2158	94.8748	46.54	14.7846	105.89	1	21.59	1.61	20.52	18.72	17.86	78.67	14.4
Kc 5c 4d	100	53.77	14.5086	89.9353	46.23	15.4919	111.711	0.16	20.96	0.91	18.41	24.02	17.56	74.91	13.47
Kc 5d 5c	100	55.94	15.8879	94.6743	44.06	14.1124	106.763	0.05	20.4	0.42	18.27	29.89	18.06	69.65	14.94
Kc 5d 2c	100	55.03	15.3834	93.1877	44.97	14.617	108.338	0.22	19.93	1.7	18.44	32.87	17.91	65.2	14.01
Kc 5d 3c	100	54.07	14.9278	92.0211	45.93	15.0723	109.394	0.18	20.84	1.24	18.44	28.95	17.76	69.63	13.67
Kc 5d 4c	100	53.76	14.5137	89.9871	46.24	15.4867	111.645	0.12	21.27	0.82	18.42	24.08	17.55	74.98	13.48
Kc 6c 2c	100	54.01	15.5384	95.8951	45.99	14.4621	104.825	1.61	22.19	1.09	20.78	20.42	17.83	76.88	14.72
Kc 6c 2d	100	54.78	15.6364	95.1403	45.22	14.3639	105.891	0.37	19.87	4.03	18.9	37.24	18.03	58.37	13.86
Kc 6c 3c	100	53.6	15.441	96.0339	46.4	14.5587	104.579	1.7	21.94	1.26	20.72	21.83	17.73	75.21	14.54
Kc 6c 3d	100	54.03	15.2037	93.806	45.97	14.7969	107.283	0.34	20.18	2.87	18.72	32.9	17.95	63.88	13.61
Kc 6c 4c	100	53.63	15.372	95.5395	46.37	14.6282	105.161	1.02	21.81	1.29	20.57	19.94	17.83	77.75	14.57
Kc 6c 4d	100	54.16	15.1801	93.4343	45.84	14.8202	107.758	0.31	20.29	3.49	18.71	32.61	17.88	63.59	13.58
Kc 6c 5c	100	53.34	14.8939	93.0753	46.66	15.1067	107.92	0.67	21.42	1.23	20.04	10.76	17.89	87.35	14.4
Kc 6c 5d	100	53.86	14.3588	88.8721	46.14	15.6415	112.989	0.18	21.23	1.07	18.63	17.97	17.65	80.78	13.56
Kc 6d 6c	100	55.48	15.8197	95.0463	44.52	14.1807	106.177	0.09	20.04	0.78	18.28	30.72	18.02	68.41	14.8
Kc 6d 2c	100	54.82	15.6985	95.4586	45.18	14.3016	105.511	0.38	19.95	4.34	18.95	37.73	18.03	57.55	13.9
Kc 6d 3c	100	54.14	15.3694	94.6254	45.86	14.6305	106.344	0.39	20.14	3.5	18.81	35.67	17.94	60.44	13.62
Kc 6d 4c	100	54.2	15.2586	93.837	45.8	14.7412	107.293	0.31	20.22	4.16	18.75	33.28	17.88	62.25	13.6
Kc 6d 5c	100	53.91	14.4343	89.2416	46.09	15.5663	112.59	0.14	21.05	0.98	18.66	19.58	17.65	79.29	13.57
Kc 7c 2c	100	52.9	15.3871	96.9519	47.1	14.613	103.424	3.79	22.34	1.17	20.86	18.24	17.87	76.8	14.37
Kc 7c 2d	100	53.07	15.236	95.7016	46.93	14.7638	104.859	1.27	20.68	7.9	19.29	27.02	18.06	63.81	13.43
Kc 7c 3c	100	52.47	15.2287	96.7486	47.53	14.7711	103.587	3.49	21.99	1.22	21.14	18.35	17.79	76.94	14.22
Kc 7c 3d	100	52.36	14.7665	94.001	47.64	15.2339	106.596	0.77	20.67	4.91	19.19	25.12	18.02	69.2	13.21
Kc 7c 4c	100	52.56	15.0437	95.4062	47.44	14.9565	105.091	2.38	21.96	1.17	21.11	14.21	17.81	82.24	14.28
Kc 7c 4d	100	52.81	14.7583	93.1533	47.19	15.2418	107.663	0.55	20.56	4.23	19.01	25.98	17.88	69.24	13.28
Kc 7c 5c	100	52.63	14.9853	94.9145	47.37	15.0148	105.65	1.64	21.77	1.38	20.55	13.71	17.86	83.28	14.29
Kc 7c 5d	100	52.88	14.7517	92.9861	47.12	15.2484	107.872	0.53	20.84	3.71	19.13	24.4	17.96	71.36	13.38
Kc 7c 6c	100	52.67	14.8019	93.6781	47.33	15.1984	107.037	1.35	21.68	1.58	20.4	6.6	18.14	90.48	14.36
Kc 7c 6d	100	53.02	14.5438	91.4421	46.98	15.4565	109.658	0.54	21.02	2.18	19.29	18.53	18.06	78.75	13.54
Kc 7d 7c	100	53.11	14.1434	88.7678	46.89	15.857	112.726	0.19	20.48	0.53	18.29	2.24	17.67	97.05	14.03
Kc 7d 2c	100	53.09	15.2871	95.9791	46.91	14.7132	104.553	1.26	20.86	7.3	19.35	28.83	18.03	62.61	13.44
Kc 7d 3c	100	52.47	14.9192	94.7822	47.53	15.0805	105.758	0.87	20.56	5.91	19.21	27.43	17.97	65.79	13.19
Kc 7d 4c	100	52.84	14.826	93.5296	47.16	15.1744	107.252	0.59	20.52	4.9	19.02	26.87	17.86	67.64	13.27
Kc 7d 5c	100	52.92	14.8088	93.2823	47.08	15.1911	107.549	0.55	20.83	3.93	19.13	25.64	17.94	69.88	13.37
Kc 7d 6c	100	52.99	14.524	91.3613	47.01	15.4764	109.741	0.51	20.91	2.08	19.24	18.44	18.03	78.97	13.54
Kc 8c 2c	100	54.06	15.7273	96.9688	45.94	14.2726	103.567	4.03	22.52	1.2	21.33	18.93	18.02	75.84	14.71
Kc 8c 2d	100	54.73	15.9156	96.9265	45.27	14.0845	103.717	1.14	21.04	6.45	19.55	37.95	18.14	54.46	13.83
Kc 8c 3c	100	53.79	15.7924	97.8634	46.21	14.2079	102.489	4.61	22.39	1.33	21.27	22.87	17.96	71.19	14.57
Kc 8c 3d	100	54.04	15.6586	96.5793	45.96	14.342	104.027	1.54	21.18	10.2	19.56	28.82	18.1	59.44	13.66
Kc 8c 4c	100	53.81	15.4776	95.8721	46.19	14.5225	104.81	2.42	22.16	1.57	21.11	18.17	17.96	77.84	14.58
Kc 8c 4d	100	54.55	15.5724	95.164	45.45	14.4277	105.804	0.71	20.71	6.56	19.43	33.6	18.05	59.13	13.68
Kc 8c 5c	100	53.46	15.1683	94.5832	46.54	14.8315	106.221	1.97	21.98	1.45	20.97	12.7	17.97	83.88	14.48
Kc 8c 5d	100	54.1	15.0072	92.4663	45.9	14.9933	108.883	0.46	20.71	2.97	19.24	27.07	17.97	69.5	13.64
Kc 8c 6c	100	53.2	15.0906	94.5567	46.8	14.9097	106.189	2.41	22.1	1.73	20.93	8.8	18.27	87.06	14.46
Kc 8c 6d	100	53.92	15.1312	93.5464	46.08	14.8687	107.55	1.52	21.19	5.86	19.73	23.41	18.1	69.21	13.6
Kc 8c 7c	100	52.89	15.0786	95.0352	47.11	14.922	105.577	2.5	21.78	2.22	20.73	7.22	18.51	88.05	14.46
Kc 8c 7d	100	53.26	15.0543	94.2133	46.74	14.9458	106.595	2.45	21.16	5.68	20.02	17.39	18.4	74.49	13.69
Kc 8d 8c	100	55.35	15.7755	95.0127	44.65	14.2243	106.18	0.29	19.55	1.28	18.46	28.44	18.08	70	14.78
Kc 8d 2c	100	54.85	16.072	97.665	45.15	13.9279	102.837	1.44	21.37	7.99	19.56	38.84	18.12	51.72	13.85
Kc 8d 3c	100	54.25	15.9176	97.8028	45.75	14.0826	102.607	2.02	21.44	9.22	19.55	35.72	18.06	53.04	13.64
Kc 8d 4c	100	54.67	15.7522	96.0413	45.33	14.2478	104.775	0.93	20.78	8	19.42	35.98	18	55.09	13.67
Kc 8d 5c	100	54.23	15.1795	93.2953	45.77	14.8208	107.948	0.63	20.82	3.88	19.33	29.63	17.95	65.86	13.63
Kc 8d 6c	100	53.99	15.221	93.9812	46.01	14.779	107.062	1.88	21.25	6.49	19.73	24.14	18.08	67.49	13.6
Kc 8d 7c	100	53.35	15.1625	94.7302	46.65	14.8377	106.029	3.22	21.26	6.09	20.03	18.36	18.37	72.32	13.67
Kc 9c 2c	100	54.77	16.0244	97.5274	45.23	13.9764	103	5	22.47	2.02	21.6	15.32	18.16	77.66	15.04
Kc 9c 2d	100	55.62	16.2542	97.4059	44.38	13.746	103.253	1.39	21.85	3.96	20.15	40.83	18.19	53.81	14.35
Kc 9c 3c	100	54.44	15.9235	97.5057	45.56	14.0775	102.987	4.81	22.3	1.99	21.44	16.85	18.06	76.35	14.91
Kc 9c 3d	100	55.08	15.9401	96.4721	44.92	14.0604	104.329	0.83	21.7	4.01	19.99	37.47	18.13	57.68	14.15
Kc 9c 4c	100	54.82	15.9081	96.7282	45.18	14.0923	103.973	3.58	22.29	1.95	21.35	16.62	18.18	77.85	14.99
Kc 9c 4d	100	55.9	16.2436	96.8651	44.1	13.7568	103.976	0.97	21.66	4.69	19.92	40.55	18.28	53.79	14.29
Kc 9c 5c	100	54.47	15.5718	95.295	45.53	14.429	105.635	2.03	22.06	2.47	20.7	13.37	18.69	82.13	14.75
Kc 9c 5d	100	55.49	15.6873	94.2424	44.51	14.3133	107.181	5.03	21.57	4.11	20.17	25.42	18.2	65.44	13.98
Kc 9c 6c	100	53.98	15.4375	95.3208	46.02	14.562	105.486	2.25	21.93	2.68	20.55	12.11	18.86	82.96	14.6
Kc 9c 6d	100	54.91	15.5675	94.4967	45.09	14.4326	106.704	12.15	21.41	4.74	20.4	13.11	18.42	70	13.69
Kc 9c 7c	100	53.56	15.3026	95.2441	46.44	14.6984	105.491	2.33	21.9	2.42	20.55	9.42	18.83	85.82	14.59
Kc 9c 7d	100	54.15	15.254	93.8988	45.85	14.7459	107.205	5.26	21.08	7.03	20.34	12.87	18.68	74.84	13.78
Kc 9c 8c	100	53.73	15.3987	95.5392	46.27	14.6021	105.185	2.9	22.01	2.81	20.66	10.49	18.89	83.79	14.56
Kc 9c 8d	100	54.6	15.5599	95.0011	45.4	14.4402	106.012	12.85	21.26	6.03	20.6	9.05	18.76	72.07	13.72
Kc 9d 9c	100	56.49	16.7218	98.6629	43.51	13.2785	101.739	0.29	20.21	1.57	19.02	42.79	18.41	55.35	15.33
Kc 9d 2c	100	55.71	16.3589	97.8747	44.29	13.6411	102.674	1.62	22.14	4.69	20.21	41.06	18.18	52.63	14.42
Kc 9d 3c	100	55.25	16.1498	97.4301	44.75	13.8503	103.174	1.13	21.82	4.82	20.02	40.73	18.09	53.32	14.19
Kc 9d 4c	100	55.99	16.3703	97.4574	44.01	13.6299	103.236	1.07	21.77	5.22	19.96	42.84	18.23	50.87	14.32
Kc 9d 5c	100	55.59	15.8192	94.8649	44.41	14.1807	106.426	5.26	21.65	4.03	20.2	28.75	18.14	61.96	13.96
Kc 9d 6c	100	54.95	15.6084	94.6857	45.05	14.3918	106.483	12.68	21.44	4.43	20.41	13.79	18.4	69.1	13.67
Kc 9d 7c	100	54.21	15.3103	94.1475	45.79	14.6898	106.929	6.46	21.13	6.56	20.42	13	18.67	73.98	13.76
Kc 9d 8c	100	54.56	15.5102	94.7646	45.44	14.4899	106.287	13.24	21.28	5.23	20.73	8.22	18.76	73.32	13.73
Kc Jc 2c	100	55.56	16.1332	96.7844	44.44	13.867	104.023	4.11	22.8	1.9	21.67	8.75	18.54	85.24	15.44
Kc Jc 2d	100	57.08	17.0123	99.3538	42.92	12.9881	100.862	2.86	22.5	2.95	20.45	43	18.63	51.19	15.15
Kc Jc 3c	100	55.3	16.1597	97.3981	44.7	13.8407	103.222	4.57	22.61	2.15	21.55	11.96	18.49	81.32	15.31
Kc Jc 3d	100	56.44	16.7569	98.9588	43.56	13.2433	101.351	2.36	22.33	3.47	20.36	41.24	18.51	52.94	14.91
Kc Jc 4c	100	55.68	16.2663	97.3788	44.32	13.7336	103.293	4.06	22.61	2.34	21.53	14.59	18.47	79.02	15.38
Kc Jc 4d	100	57.04	17.0644	99.7171	42.96	12.9354	100.374	2.03	22.19	4.75	20.28	48.78	18.51	44.45	14.9
Kc Jc 5c	100	55.64	16.029	96.0361	44.36	13.9713	104.973	2.51	22.61	1.85	21.54	11.99	18.4	83.66	15.37
Kc Jc 5d	100	57.17	16.894	98.5091	42.83	13.1061	101.991	0.61	21.4	3.58	19.88	50.12	18.45	45.69	14.89
Kc Jc 6c	100	55.41	15.9606	96.0096	44.59	14.0404	104.967	2.89	22.73	1.95	21.6	8.68	18.57	86.48	15.35
Kc Jc 6d	100	57.03	17.0057	99.3899	42.97	12.9943	100.81	1.63	22.16	6.13	20.18	45.86	18.54	46.38	14.88
Kc Jc 7c	100	54.32	15.6932	96.2974	45.68	14.3075	104.408	3.46	22.56	2.32	21.09	8.21	18.97	86.01	14.96
Kc Jc 7d	100	55.41	16.5081	99.3159	44.59	13.4921	100.851	15.81	22.02	7.17	20.45	16.64	18.49	60.38	14.05
Kc Jc 8c	100	55.09	15.8378	95.8326	44.91	14.1624	105.113	3.53	22.66	2.37	21.31	6.68	19.24	87.41	15.15
Kc Jc 8d	100	56.74	16.961	99.6394	43.26	13.0392	100.475	16.04	22.33	6.48	20.84	18.77	18.72	58.72	14.5
Kc Jc 9c	100	54.98	15.8368	96.0126	45.02	14.1635	104.872	2.55	22.37	2.6	20.99	11.22	19.07	83.63	15.04
Kc Jc 9d	100	56.54	16.6138	97.9553	43.46	13.3864	102.661	0.74	21.5	12.14	20.57	25.85	19.21	61.27	14.68
Kc Jd Jc	100	58.1	18.0773	103.708	41.9	11.9232	94.8613	0.45	20.68	2.88	19.65	66.29	18.92	30.37	16.06
Kc Jc Tc	100	56.42	16.7168	98.7651	43.58	13.2842	101.606	0.45	21.8	2.26	20.3	33.4	19.05	63.88	15.33
Kc Jc Td	100	58.5	19.3274	110.119	41.5	10.6727	85.7339	30.11	22.07	23.32	20.76	24.44	19.33	22.13	14.07
Kc Jd 2c	100	57.17	17.1594	100.055	42.83	12.8406	99.9262	2.29	22.68	3.74	20.53	45.78	18.64	48.19	15.23
Kc Jd 3c	100	56.63	17.006	100.106	43.37	12.9941	99.8629	2.07	22.52	4.94	20.39	44.96	18.53	48.03	15
Kc Jd 4c	100	57.15	17.2369	100.535	42.85	12.763	99.2861	1.5	22.08	5.31	20.24	53.1	18.5	40.09	14.98
Kc Jd 5c	100	57.28	17.0714	99.352	42.72	12.9285	100.868	0.53	21.4	4.63	19.95	52.79	18.44	42.05	14.98
Kc Jd 6c	100	57.08	17.1037	99.8809	42.92	12.8965	100.16	1.22	22.26	8	20.15	46.11	18.52	44.67	14.95
Kc Jd 7c	100	55.48	16.6219	99.8698	44.52	13.3782	100.162	16.47	22.07	7.68	20.57	16.57	18.52	59.29	14.06
Kc Jd 8c	100	56.72	16.9713	99.7363	43.28	13.0291	100.349	15.7	22.37	6.45	20.93	19.47	18.74	58.38	14.49
Kc Jd 9c	100	56.57	16.698	98.3942	43.43	13.3022	102.093	0.76	21.42	12.42	20.57	27.7	19.18	59.13	14.66
Kc Jd Tc	100	58.52	19.3356	110.139	41.48	10.6645	85.6981	30.15	22	23.69	20.78	24.49	19.32	21.67	14.07
Kd Kc 2c	100	56.39	16.8609	99.6632	43.61	13.1394	100.438	0.49	18.33	3.11	18.43	62.31	18.06	34.1	14.5
Kd Kc 3c	100	55.78	16.6634	99.5796	44.22	13.3368	100.532	0.54	18.45	3.84	18.44	60.54	17.94	35.08	14.24
Kd Kc 4c	100	56.4	16.9215	100.007	43.6	13.0794	99.9979	0.58	18.27	3.61	18.37	65.7	18.01	30.11	14.34
Kd Kc 5c	100	56.61	16.8684	99.3315	43.39	13.1323	100.878	0.49	18.1	2.76	18.16	66.81	17.93	29.94	14.35
Kd Kc 6c	100	56.25	16.8723	99.9885	43.75	13.1279	100.016	0.5	18.24	3.28	18.31	67.42	17.85	28.81	14.39
Kd Kc 7c	100	54.54	16.2583	99.3719	45.46	13.7417	100.754	0.7	19.1	6.17	18.73	52.9	17.77	40.23	13.84
Kd Kc 8c	100	56.19	16.8572	100.007	43.81	13.1432	99.9939	0.72	19.19	3.5	18.69	60.51	18.11	35.27	14.47
Kd Kc 9c	100	56.97	17.1885	100.567	43.03	12.8117	99.2508	0.49	19.98	2.52	19	61.12	18.24	35.88	15.24
Kd Kc Jc	100	58.1	17.819	102.225	41.9	12.1813	96.917	0.53	20.52	2.82	19.51	61.36	18.71	35.28	16.09
Kh Kd Kc	100	57.95	18.7374	107.776	42.05	11.2625	89.2817	2.24	19.16	37.39	19.05	60.04	18.55	0.33	14.78
Kd Kc Qc	100	57.81	17.6596	101.828	42.19	12.3405	97.4964	0.77	21.19	2.56	19.75	57.89	18.69	38.78	15.91
Kd Kc Tc	100	57	17.4421	101.996	43	12.5576	97.3525	0.7	20.53	2.79	19.44	63.66	18.39	32.84	15.36
Kc Qc 2c	100	55.46	16.1716	97.2003	44.54	13.8287	103.488	5.72	22.72	2.01	21.75	6.81	18.67	85.46	15.4
Kc Qc 2d	100	56.83	16.9263	99.2771	43.17	13.0741	100.955	4.44	22.92	2.74	20.59	38.5	18.67	54.32	15.02
Kc Qc 3c	100	55.2	16.217	97.9232	44.8	13.7832	102.561	6.25	22.53	2.21	21.59	10.11	18.67	81.43	15.28
Kc Qc 3d	100	56.18	16.676	98.9391	43.82	13.3241	101.361	3.72	22.8	3.58	20.49	37.51	18.55	55.19	14.75
Kc Qc 4c	100	55.54	16.1901	97.1628	44.46	13.8101	103.546	4.54	22.52	2.39	21.59	12.01	18.68	81.06	15.31
Kc Qc 4d	100	56.9	16.9676	99.399	43.1	13.0324	100.794	3.16	22.58	3.73	20.41	46.27	18.55	46.85	14.76
Kc Qc 5c	100	55.49	15.9208	95.6404	44.51	14.0793	105.435	2.61	22.5	1.84	21.49	9.49	18.58	86.06	15.31
Kc Qc 5d	100	57.05	16.7975	98.1503	42.95	13.2026	102.457	1	21.95	3.73	20.15	46.22	18.49	49.05	14.84
Kc Qc 6c	100	55.22	15.8221	95.5173	44.78	14.1782	105.529	2.8	22.6	1.88	21.63	6.32	18.7	89	15.28
Kc Qc 6d	100	56.84	16.8916	99.0518	43.16	13.1082	101.248	2.51	22.39	7	20.14	41.99	18.52	48.5	14.73
Kc Qc 7c	100	54.18	15.6185	96.0819	45.82	14.3824	104.64	3.68	22.54	2.2	21.39	5.97	18.92	88.15	14.96
Kc Qc 7d	100	55.29	16.4842	99.3743	44.71	13.5162	100.777	10.62	22.36	8.11	20.28	21.95	18.47	59.33	14.18
Kc Qc 8c	100	55.42	15.8972	95.6216	44.58	14.1026	105.441	3.57	22.61	2.32	21.55	4.33	19.36	89.78	15.32
Kc Qc 8d	100	57.19	17.0596	99.434	42.81	12.9408	100.759	9.24	22.56	7.72	20.72	26.37	18.78	56.67	14.86
Kc Qc 9c	100	55.39	16.0413	96.541	44.61	13.9589	104.296	2.39	22.53	2.11	21.07	12.91	19.16	82.59	15.24
Kc Qc 9d	100	57.09	17.1301	100.013	42.91	12.8698	99.9816	3.65	21.76	12.91	20.79	28.06	19.38	55.38	14.83
Kc Qc Jc	100	55.99	16.0159	95.344	44.01	13.9847	105.929	0.87	22.2	2.43	20.65	12.76	19.21	83.94	15.33
Kc Qc Jd	100	58.2	17.4404	99.8793	41.8	12.5596	100.168	4.64	21.7	12.91	20.68	27.21	19.43	55.24	15.35
Kc Qd Qc	100	57.94	18.1026	104.143	42.06	11.8976	94.2943	0.91	21.91	3.64	20.2	65.98	18.94	29.46	15.86
Kc Qc Tc	100	56.18	16.3714	97.1337	43.82	13.6286	103.675	0.72	22.05	2.42	20.63	21.61	19.04	75.25	15.41
Kc Qc Td	100	58.25	18.0966	103.549	41.75	11.9034	95.047	9.17	21.69	17.36	20.52	34.29	19.39	39.18	15.05
Kc Qd 2c	100	56.92	17.0714	99.9782	43.08	12.929	100.032	3.09	23.02	3.03	20.64	43.95	18.66	49.94	15.09
Kc Qd 3c	100	56.36	16.9187	100.062	43.64	13.0815	99.9213	3.08	22.92	4.52	20.53	42.47	18.54	49.93	14.84
Kc Qd 4c	100	57	17.1378	100.221	43	12.8624	99.7082	2.35	22.66	4.24	20.45	50.47	18.53	42.93	14.87
Kc Qd 5c	100	57.15	16.9771	99.0255	42.85	13.0225	101.296	0.85	21.81	4.75	20.11	48.45	18.5	45.95	14.95
Kc Qd 6c	100	56.88	16.9953	99.5925	43.12	13.0048	100.538	2.06	22.37	7.82	20.07	43.03	18.54	47.08	14.84
Kc Qd 7c	100	55.35	16.5948	99.9297	44.65	13.4054	100.089	10.92	22.36	8.54	20.23	22.33	18.51	58.22	14.25
Kc Qd 8c	100	57.16	17.0737	99.5704	42.84	12.9265	100.575	8.18	22.55	7.42	20.68	29.26	18.81	55.14	14.85
Kc Qd 9c	100	57.11	17.2063	100.424	42.89	12.7939	99.4364	3.25	21.66	16.15	20.78	25.97	19.34	54.63	14.87
Kc Qd Jc	100	58.2	17.4512	99.9498	41.8	12.5493	100.074	3.6	21.64	14.37	20.72	27.29	19.42	54.74	15.34
Kc Qd Tc	100	58.26	18.1196	103.668	41.74	11.8804	94.8804	7.56	21.62	20.06	20.55	33.54	19.35	38.84	15.12
Kc Tc 2c	100	54.78	15.9859	97.268	45.22	14.0137	103.307	5.1	22.69	1.63	21.79	10.72	18.29	82.56	15.16
Kc Tc 2d	100	55.87	16.6146	99.1247	44.13	13.386	101.113	3.01	22.3	3.5	20.33	40.62	18.45	52.87	14.63
Kc Tc 3c	100	54.53	16.0511	98.1217	45.47	13.9493	102.255	5.89	22.53	2.12	21.5	13.59	18.25	78.39	15.03
Kc Tc 3d	100	55.18	16.3655	98.8534	44.82	13.6344	101.411	3.24	22.03	4.15	20.19	38.03	18.35	54.57	14.36
Kc Tc 4c	100	54.85	16.014	97.326	45.15	13.9859	103.248	4.1	22.54	2.13	21.45	15.55	18.27	78.21	15.07
Kc Tc 4d	100	55.91	16.6432	99.2237	44.09	13.357	100.986	2.92	22	5.52	20.13	43.36	18.33	48.2	14.4
Kc Tc 5c	100	54.85	15.8061	96.0607	45.15	14.1938	104.784	3.24	22.56	1.58	21.51	11.22	18.31	83.97	15.1
Kc Tc 5d	100	56.1	16.4975	98.019	43.9	13.5026	102.533	1.36	21.85	4.49	20.08	41.66	18.38	52.49	14.56
Kc Tc 6c	100	54.24	15.6877	96.4003	45.76	14.3127	104.27	3.21	22.48	2.25	21	11.99	18.9	82.55	14.81
Kc Tc 6d	100	55.26	16.2961	98.2975	44.74	13.704	102.103	15.81	21.88	6.96	20.28	16.69	18.27	60.55	13.84
Kc Tc 7c	100	53.82	15.4789	95.8649	46.18	14.5214	104.822	3.33	22.23	2.29	20.92	6.65	18.95	87.73	14.82
Kc Tc 7d	100	54.59	15.8635	96.8656	45.41	14.1366	103.768	8.97	21.63	7.68	20.54	14.51	18.55	68.84	14.03
Kc Tc 8c	100	54.15	15.6153	96.1151	45.85	14.3848	104.59	3.9	22.41	2.61	21.06	7.91	19.04	85.58	14.82
Kc Tc 8d	100	55.31	16.3287	98.4148	44.69	13.6713	101.962	16.56	21.84	6.85	20.73	11.89	18.71	64.7	14.01
Kc Tc 9c	100	54.41	15.8621	97.1733	45.59	14.1383	103.377	2.89	22.26	2.71	20.74	17.56	18.87	76.84	14.76
Kc Tc 9d	100	55.51	16.4422	98.7364	44.49	13.5579	101.578	1.61	21.05	14.73	20.27	26.42	19.22	57.24	14.05
Kc Td Tc	100	56.53	16.8066	99.097	43.47	13.1935	101.175	0.28	20.57	1.3	19	42.71	18.47	55.71	15.46
Kc Td 2c	100	55.96	16.7449	99.7418	44.04	13.255	100.327	2.96	22.42	3.95	20.37	42.64	18.46	50.45	14.68
Kc Td 3c	100	55.37	16.6006	99.941	44.63	13.3995	100.073	3.18	22.3	4.7	20.27	42.85	18.32	49.26	14.38
